suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,device,hostname
COPS,methanol,4000,JuMP,120005,120000,647988,636483,1.948e-6,0.001459848,0.001449454,0.018849081,0.112045814,3.1679e-5,0.01935669,0.019339654,6.593672401,CPU-reference,shin-compute-000
COPS,minsurf,"(5, 5)",JuMP,49,102,102,169,3.86e-7,2.09e-7,4.207e-6,9.3e-8,6.8736e-5,6.8912e-5,2.65e-7,2.09e-7,0.002709938,CPU-reference,shin-compute-000
COPS,minsurf,"(30, 30)",JuMP,1024,1476,1476,3969,1.1e-6,1.859e-6,0.000101071,2.23e-7,0.001914585,0.001841366,2.502e-6,1.816e-6,0.064097256,CPU-reference,shin-compute-000
COPS,minsurf,"(280, 280)",JuMP,79524,100816,100816,316969,5.9253e-5,0.000190759,0.012370114,5.7644e-5,0.178398932,0.178913446,0.000261183,0.000183851,8.540923271,CPU-reference,shin-compute-000
COPS,pinene,2,JuMP,105,100,438,160,5.49e-7,3.583e-6,2.843e-6,1.3535e-5,3.99e-7,3.2e-7,3.668e-6,0.000104283,0.001240309,CPU-reference,shin-compute-000
COPS,pinene,100,JuMP,5005,5000,22880,3400,1.614e-6,0.000178155,7.3905e-5,0.000737162,1.8835e-5,1.968e-6,0.00019009,0.025713529,0.036473659,CPU-reference,shin-compute-000
COPS,pinene,10000,JuMP,500005,500000,2289980,300400,1.644e-6,0.03776033,0.005882768,0.097380625,0.012625889,0.000149171,0.040066271,211.499492299,5.384786472,CPU-reference,shin-compute-000
COPS,polygon,10,JuMP,10,16,50,131,3.57e-7,3.53e-7,4.87e-7,1.328e-6,1.2372e-5,7.49e-6,1.362e-6,1.344e-6,0.00130561,CPU-reference,shin-compute-000
COPS,polygon,100,JuMP,100,1276,5000,12596,4.31e-7,1.0434e-5,1.555e-6,0.000220184,0.001622857,0.000805436,0.000223408,0.000222163,0.129040686,CPU-reference,shin-compute-000
COPS,polygon,800,JuMP,800,80201,320000,800796,9.34e-7,0.001780797,9.741e-6,0.036913486,0.204534949,0.080672524,0.043284787,0.036722658,10.909196842,CPU-reference,shin-compute-000
COPS,robot,2,JuMP,28,24,84,76,2.3e-7,1.157e-6,1.807e-6,6.493e-6,7.329e-6,1.41e-7,1.803e-6,2.7215e-5,0.00152557,CPU-reference,shin-compute-000
COPS,robot,150,JuMP,1360,912,5412,5700,2.28e-7,6.0218e-5,5.657e-6,0.000498606,0.000608494,2.04e-7,0.000131339,0.004500235,0.096587603,CPU-reference,shin-compute-000
COPS,robot,15000,JuMP,135010,90012,540012,570000,2.27e-7,0.009313534,0.00038908,0.074046029,0.122965547,3.2409e-5,0.030404702,24.93503546,11.967770628,CPU-reference,shin-compute-000
COPS,rocket,2,JuMP,13,10,42,58,2.28e-7,7.25e-7,1.745e-6,3.486e-6,4.577e-6,1.4e-7,1.14e-6,1.3631e-5,0.001049925,CPU-reference,shin-compute-000
COPS,rocket,200,JuMP,805,604,3804,5800,2.28e-7,4.0686e-5,4.489e-6,0.000336134,0.000511081,1.71e-7,8.7874e-5,0.002341205,0.085222358,CPU-reference,shin-compute-000
COPS,rocket,17000,JuMP,68005,51004,323004,493000,2.28e-7,0.009942792,0.000233176,0.0509825,0.086029877,1.8958e-5,0.023582288,7.398021171,8.751649304,CPU-reference,shin-compute-000
COPS,steering,5,JuMP,31,28,108,70,2.28e-7,1.362e-6,1.821e-6,8.385e-6,8.169e-6,1.41e-7,2.348e-6,3.4196e-5,0.001625361,CPU-reference,shin-compute-000
COPS,steering,400,JuMP,2006,1608,8008,5600,2.22e-7,9.4364e-5,7.518e-6,0.000750268,0.000745059,2.23e-7,0.000238784,0.007797674,0.118506514,CPU-reference,shin-compute-000
COPS,steering,42000,JuMP,210006,168008,840008,588000,2.3e-7,0.021189818,0.000604401,0.122217917,0.182945166,5.9534e-5,0.066325864,55.999648008,16.409940127,CPU-reference,shin-compute-000
COPS,torsion,"(5, 5)",JuMP,49,49,49,133,6.57e-7,1.63e-7,2.389e-6,9.8e-8,1.34e-7,3.7e-7,1.68e-7,1.51e-7,0.000858098,CPU-reference,shin-compute-000
COPS,torsion,"(35, 35)",JuMP,1369,1369,1369,4033,1.3811e-5,1.748e-6,8.2208e-5,2.14e-7,1.141e-6,6.974e-6,2.324e-6,1.731e-6,0.025146996,CPU-reference,shin-compute-000
COPS,torsion,"(320, 320)",JuMP,103684,103684,103684,310408,0.001048783,0.000193157,0.007980448,6.3231e-5,0.000202541,0.000872384,0.000263357,0.000194059,3.304561153,CPU-reference,shin-compute-000
COPS,bearing,"(5, 5)",AMPL,49,28,28,133,1.1235e-5,3.34e-7,4.566e-6,7.95e-7,4.3571e-5,3.3538e-5,2.549e-6,2.576e-6,0.000466995,CPU-reference,shin-compute-000
COPS,bearing,"(35, 35)",AMPL,1369,148,148,4033,0.000349659,1.389e-6,0.000133393,3.441e-6,0.00144368,0.001050923,1.4957e-5,1.7547e-5,0.01278771,CPU-reference,shin-compute-000
COPS,bearing,"(320, 320)",AMPL,103684,1288,1288,310408,0.030585076,7.3433e-5,0.013799373,0.000151172,0.168917164,0.101745873,0.000662568,0.000847342,1.265272865,CPU-reference,shin-compute-000
COPS,camshape,20,AMPL,20,43,100,38,2.12e-7,4.319e-6,2.5e-7,7.287e-6,1.8351e-5,5.589e-6,1.0434e-5,1.0411e-5,0.000270795,CPU-reference,shin-compute-000
COPS,camshape,2000,AMPL,2000,4003,10000,3998,7.077e-6,0.000542439,9.091e-6,0.000829031,0.002136235,0.000575224,0.001047056,0.001043912,0.026321057,CPU-reference,shin-compute-000
COPS,camshape,170000,AMPL,170000,340003,850000,339998,0.000659101,0.052491834,0.00084361,0.090661251,0.201636831,0.053400697,0.11008647,0.10796969,2.816910958,CPU-reference,shin-compute-000
COPS,catmix,3,AMPL,71,62,266,18,1.8e-7,3.284e-6,2.48e-7,5.91e-6,1.1071e-5,2.931e-6,1.3303e-5,1.3453e-5,0.000310259,CPU-reference,shin-compute-000
COPS,catmix,200,AMPL,4602,4002,17602,1200,8.39e-7,0.000243065,4.196e-6,0.000400713,0.000813448,0.00017445,0.000772234,0.000769543,0.019873116,CPU-reference,shin-compute-000
COPS,catmix,20000,AMPL,460002,400002,1760002,120000,0.000190721,0.035289872,0.000529572,0.063691705,0.118522987,0.022226887,0.112086265,0.109975983,2.437712341,CPU-reference,shin-compute-000
COPS,chain,50,AMPL,48,38,159,24,1.8e-7,7.217e-6,2.32e-7,1.0157e-5,2.0152e-5,3.367e-6,1.4159e-5,1.4249e-5,0.000353175,CPU-reference,shin-compute-000
COPS,chain,5000,AMPL,5000,3752,17491,2500,1.267e-6,0.000943562,5.039e-6,0.001305797,0.002564204,0.000329664,0.001650368,0.001644812,0.039879829,CPU-reference,shin-compute-000
COPS,chain,500000,AMPL,500000,375002,1749991,250000,0.000317781,0.152926043,0.000687154,0.22991684,0.399785055,0.050775966,0.27281506,0.268002959,5.15952259,CPU-reference,shin-compute-000
COPS,channel,5,AMPL,200,200,1377,40,1.85e-7,7.424e-6,3.47e-7,1.3901e-5,1.9311e-5,5.876e-6,4.5229e-5,4.5114e-5,0.001255661,CPU-reference,shin-compute-000
COPS,channel,400,AMPL,16000,16000,111187,3200,2.525e-6,0.000624124,1.4173e-5,0.001186317,0.001707358,0.000473119,0.005412409,0.005191337,0.108938638,CPU-reference,shin-compute-000
COPS,channel,42000,AMPL,1680000,1680000,11675987,336000,0.000537277,0.097779201,0.001963027,0.306497037,0.270316375,0.069026616,2.46308318,2.393320731,13.724541851,CPU-reference,shin-compute-000
COPS,dirichlet,5,AMPL,200,200,1377,40,1.86e-7,7.44e-6,4.29e-7,1.3871e-5,1.9281e-5,5.859e-6,4.4905e-5,4.4546e-5,0.001257327,CPU-reference,shin-compute-000
COPS,dirichlet,20,AMPL,20,43,100,38,2.23e-7,4.346e-6,2.51e-7,7.389e-6,1.8318e-5,5.632e-6,1.047e-5,1.045e-5,0.000270657,CPU-reference,shin-compute-000
COPS,dirichlet,100,AMPL,54163,9463,169724,258593,1.7364e-5,0.406968438,7.0648e-5,0.500911081,0.933332276,0.068170394,0.522735646,0.508520042,4.714062191,CPU-reference,shin-compute-000
COPS,elec,5,AMPL,200,200,1377,40,1.81e-7,7.393e-6,3.51e-7,1.389e-5,1.9238e-5,5.892e-6,4.4732e-5,4.4792e-5,0.001250995,CPU-reference,shin-compute-000
COPS,elec,50,AMPL,48,38,159,24,1.79e-7,7.187e-6,2.31e-7,1.016e-5,2.0064e-5,3.359e-6,1.4163e-5,1.4218e-5,0.000353071,CPU-reference,shin-compute-000
COPS,elec,200,AMPL,4602,4002,17602,1200,8.35e-7,0.000243212,4.221e-6,0.000400484,0.000804746,0.000175922,0.000770713,0.000765291,0.019846047,CPU-reference,shin-compute-000
COPS,gasoil,2,AMPL,55,52,262,92,4.558e-6,3.333e-6,2.163e-6,5.596e-6,3.1813e-5,1.8661e-5,1.2775e-5,1.2791e-5,0.00047203,CPU-reference,shin-compute-000
COPS,gasoil,200,AMPL,4602,4002,17602,1200,8.44e-7,0.000243112,4.209e-6,0.000400039,0.000806192,0.000175737,0.000772003,0.000773053,0.019736333,CPU-reference,shin-compute-000
COPS,gasoil,18000,AMPL,468003,468000,2447990,288602,0.00022819,0.058710416,0.000550527,0.096078749,0.1859146,0.03364991,0.166511032,0.171650821,3.735617332,CPU-reference,shin-compute-000
COPS,glider,2,AMPL,55,52,262,92,4.558e-6,3.316e-6,2.176e-6,5.743e-6,3.1886e-5,1.8737e-5,1.277e-5,1.2829e-5,0.000469431,CPU-reference,shin-compute-000
COPS,glider,80,AMPL,406,327,2247,1134,2.14e-7,0.001290832,6.62e-7,0.00155206,0.009893318,7.0886e-5,0.00161205,0.001609356,0.030991492,CPU-reference,shin-compute-000
COPS,glider,8000,AMPL,40006,32007,224007,112014,8.922e-6,0.209144827,4.2245e-5,0.27742588,1.179260581,0.012233456,0.284587135,0.279691892,3.422075288,CPU-reference,shin-compute-000
COPS,marine,2,AMPL,55,52,262,92,4.563e-6,3.357e-6,2.189e-6,5.573e-6,3.1849e-5,1.8715e-5,1.2834e-5,1.2742e-5,0.000472564,CPU-reference,shin-compute-000
COPS,marine,150,AMPL,4815,4792,16326,2594,2.3769e-5,0.000170881,1.6285e-5,0.000464697,0.00123223,0.000398735,0.000828422,0.000828412,0.020778325,CPU-reference,shin-compute-000
COPS,marine,14000,AMPL,448015,447992,1525976,210184,0.000146695,0.033641113,0.000477246,0.058897776,0.150806735,0.036801344,0.097808825,0.097515507,2.556054483,CPU-reference,shin-compute-000
COPS,methanol,2,AMPL,55,52,262,92,4.535e-6,3.346e-6,2.185e-6,5.593e-6,3.1798e-5,1.8676e-5,1.2847e-5,1.2738e-5,0.00047366,CPU-reference,shin-compute-000
COPS,methanol,50,AMPL,48,38,159,24,1.8e-7,7.143e-6,2.31e-7,1.004e-5,2.0079e-5,3.384e-6,1.431e-5,1.4203e-5,0.000354171,CPU-reference,shin-compute-000
COPS,methanol,4000,AMPL,120005,120000,647988,132488,5.7217e-5,0.040712208,0.000138333,0.062374597,0.223503144,0.013905371,0.079094401,0.077222329,1.178766298,CPU-reference,shin-compute-000
COPS,minsurf,"(5, 5)",AMPL,49,28,28,133,1.1235e-5,3.32e-7,4.685e-6,7.99e-7,4.367e-5,3.3673e-5,2.527e-6,2.573e-6,0.000466897,CPU-reference,shin-compute-000
COPS,minsurf,"(30, 30)",AMPL,1024,1476,1476,3969,0.001309262,1.0292e-5,0.000410876,2.7388e-5,0.003126618,0.001859541,7.3366e-5,7.3504e-5,0.027664165,CPU-reference,shin-compute-000
COPS,minsurf,"(280, 280)",AMPL,79524,100816,100816,316969,0.1333868,0.001432341,0.061600848,0.003928661,0.423933943,0.252428151,0.007946784,0.0073861,2.78899702,CPU-reference,shin-compute-000
COPS,pinene,2,AMPL,55,52,262,92,4.558e-6,3.322e-6,2.167e-6,5.553e-6,3.1808e-5,1.8675e-5,1.2838e-5,1.29e-5,0.000472009,CPU-reference,shin-compute-000
COPS,pinene,100,AMPL,54163,9463,169724,258593,1.2818e-5,0.404317526,6.9094e-5,0.49676404,0.951276968,0.064259844,0.514204293,0.504927782,4.661231756,CPU-reference,shin-compute-000
COPS,pinene,10000,AMPL,500005,500000,2289980,150400,0.000182488,0.038582923,0.000533586,0.067690092,0.152247081,0.027375248,0.130248807,0.133518368,2.633622505,CPU-reference,shin-compute-000
COPS,polygon,10,AMPL,10,16,50,55,9.3e-7,3.153e-6,3.91e-7,4.704e-6,1.4614e-5,4.268e-6,6.84e-6,6.863e-6,0.000172264,CPU-reference,shin-compute-000
COPS,polygon,100,AMPL,54163,9463,169724,258593,1.6585e-5,0.404509998,6.9447e-5,0.499214454,0.94716625,0.063804672,0.514084317,0.504935024,4.628841015,CPU-reference,shin-compute-000
COPS,polygon,800,AMPL,800,80201,320000,320400,8.7087e-5,0.056666743,0.002709184,0.07978792,0.253353389,0.02417018,0.092991862,0.094689798,1.100980659,CPU-reference,shin-compute-000
COPS,robot,2,AMPL,55,52,262,92,4.563e-6,3.346e-6,2.16e-6,5.581e-6,3.191e-5,1.8671e-5,1.281e-5,1.2633e-5,0.000472878,CPU-reference,shin-compute-000
COPS,robot,150,AMPL,4815,4792,16326,2594,2.3626e-5,0.000269152,1.6187e-5,0.000462461,0.001223688,0.000397411,0.000829812,0.000820245,0.02082907,CPU-reference,shin-compute-000
COPS,robot,15000,AMPL,135010,90012,540012,210014,8.3238e-5,0.068167378,0.000183202,0.093263154,0.25490614,0.02502252,0.105995296,0.104407462,1.380542361,CPU-reference,shin-compute-000
COPS,rocket,2,AMPL,55,52,262,92,4.536e-6,3.379e-6,2.18e-6,5.646e-6,3.1816e-5,1.8666e-5,1.2834e-5,1.2738e-5,0.000473626,CPU-reference,shin-compute-000
COPS,rocket,200,AMPL,4602,4002,17602,1200,8.41e-7,0.000243435,4.345e-6,0.000400109,0.000810957,0.000176282,0.000772692,0.000772642,0.019741145,CPU-reference,shin-compute-000
COPS,rocket,17000,AMPL,68005,51004,323004,187011,2.3334e-5,0.043181715,8.8612e-5,0.059638575,0.236464471,0.016267684,0.067013291,0.068108158,0.922362326,CPU-reference,shin-compute-000
COPS,steering,5,AMPL,200,200,1377,40,1.85e-7,7.436e-6,3.51e-7,1.3974e-5,1.9207e-5,5.93e-6,4.4346e-5,4.4612e-5,0.001252819,CPU-reference,shin-compute-000
COPS,steering,400,AMPL,16000,16000,111187,3200,1.918e-6,0.000626927,1.3699e-5,0.001183654,0.001704718,0.000478368,0.005262074,0.005315836,0.109462945,CPU-reference,shin-compute-000
COPS,steering,42000,AMPL,1680000,1680000,11675987,336000,0.000530572,0.097890385,0.002076547,0.282334398,0.273017113,0.068592516,2.400782873,1.678753886,15.744963646,CPU-reference,shin-compute-000
COPS,torsion,"(5, 5)",AMPL,49,28,28,133,1.1232e-5,3.32e-7,4.623e-6,7.95e-7,4.3735e-5,3.3701e-5,2.55e-6,2.59e-6,0.000466949,CPU-reference,shin-compute-000
COPS,torsion,"(35, 35)",AMPL,1369,148,148,4033,0.000350562,1.379e-6,0.000134371,3.48e-6,0.001438976,0.001049932,1.4866e-5,1.751e-5,0.012839075,CPU-reference,shin-compute-000
COPS,torsion,"(320, 320)",AMPL,103684,1288,1288,310408,0.030549233,7.3169e-5,0.013270314,0.000153036,0.168358532,0.101017181,0.000649697,0.000858254,1.162871331,CPU-reference,shin-compute-000
LV,rosenrock,20,ExaModels,20,18,54,165,3.396e-5,2.0188e-5,3.5205e-5,2.143e-5,3.1269e-5,0.000229218,3.5923e-5,3.7287e-5,0.001635056,CUDA-Quadro GV100,shin-compute-001
LV,rosenrock,2000,ExaModels,2000,1998,5994,17985,5.0543e-5,1.4179e-5,3.7102e-5,2.6774e-5,4.2952e-5,6.4951e-5,4.0417e-5,4.04e-5,0.00316128,CUDA-Quadro GV100,shin-compute-001
LV,rosenrock,200000,ExaModels,200000,199998,599994,1799985,5.1455e-5,1.9367e-5,6.6561e-5,5.5754e-5,0.000161493,0.001010649,0.000187906,0.000190135,0.061899794,CUDA-Quadro GV100,shin-compute-001
LV,wood,20,ExaModels,20,13,39,102,3.4277e-5,2.8948e-5,3.5544e-5,2.8818e-5,3.896e-5,4.7212e-5,4.5489e-5,4.5395e-5,0.001708529,CUDA-Quadro GV100,shin-compute-001
LV,wood,2000,ExaModels,2000,1993,5979,12972,5.2227e-5,2.9303e-5,3.8349e-5,3.0718e-5,4.2931e-5,5.7752e-5,4.8134e-5,4.8073e-5,0.003317892,CUDA-Quadro GV100,shin-compute-001
LV,wood,200000,ExaModels,200000,199993,599979,1299972,5.1009e-5,4.382e-5,8.5795e-5,4.0647e-5,0.000118964,0.000718706,0.000169472,0.000168767,0.053041991,CUDA-Quadro GV100,shin-compute-001
LV,chained_powell,20,ExaModels,20,2,4,79,3.4036e-5,2.0028e-5,3.5436e-5,2.8196e-5,3.8268e-5,4.5935e-5,4.415e-5,4.4541e-5,0.001645274,CUDA-Quadro GV100,shin-compute-001
LV,chained_powell,2000,ExaModels,2000,2,4,7999,5.3537e-5,2.0665e-5,3.8878e-5,2.8632e-5,3.9885e-5,5.2203e-5,4.4278e-5,4.4664e-5,0.002421741,CUDA-Quadro GV100,shin-compute-001
LV,chained_powell,200000,ExaModels,200000,2,4,799999,5.2021e-5,2.0165e-5,8.0056e-5,2.82e-5,7.6873e-5,0.000468305,3.4383e-5,3.4474e-5,0.01479283,CUDA-Quadro GV100,shin-compute-001
LV,cragg_levy,20,ExaModels,20,18,54,135,3.4295e-5,1.2282e-5,3.5646e-5,1.9977e-5,2.9456e-5,4.7658e-5,3.6335e-5,3.6446e-5,0.0016434,CUDA-Quadro GV100,shin-compute-001
LV,cragg_levy,2000,ExaModels,2000,1998,5994,14985,5.3078e-5,1.288e-5,4.4448e-5,2.3104e-5,4.9815e-5,7.6507e-5,3.9241e-5,3.8879e-5,0.003129722,CUDA-Quadro GV100,shin-compute-001
LV,cragg_levy,200000,ExaModels,200000,199998,599994,1499985,5.2428e-5,1.4041e-5,9.5316e-5,4.2752e-5,0.000149489,0.000876695,0.000173906,0.000174304,0.057359577,CUDA-Quadro GV100,shin-compute-001
LV,broyden_tridiagonal,20,ExaModels,20,16,80,194,4.5144e-5,1.3516e-5,4.5873e-5,2.169e-5,3.9197e-5,5.845e-5,3.7125e-5,3.7239e-5,0.001777093,CUDA-Quadro GV100,shin-compute-001
LV,broyden_tridiagonal,2000,ExaModels,2000,1996,9980,21974,6.0104e-5,1.2929e-5,4.7187e-5,2.8463e-5,4.596e-5,8.106e-5,4.5437e-5,4.486e-5,0.003352069,CUDA-Quadro GV100,shin-compute-001
LV,broyden_tridiagonal,200000,ExaModels,200000,199996,999980,2199974,6.0378e-5,1.4981e-5,0.000131655,9.564e-5,0.000172313,0.001276921,0.000367494,0.000365495,0.079098608,CUDA-Quadro GV100,shin-compute-001
LV,broyden_banded,20,ExaModels,40,29,167,258,2.787e-5,5.5657e-5,2.6762e-5,6.4825e-5,8.3878e-5,3.92e-5,8.018e-5,8.2849e-5,0.001908008,CUDA-Quadro GV100,shin-compute-001
LV,broyden_banded,2000,ExaModels,4000,2999,18977,27978,4.1287e-5,5.7914e-5,2.9073e-5,0.00016461,0.000105406,7.1611e-5,0.001068619,0.000105547,0.003388612,CUDA-Quadro GV100,shin-compute-001
LV,broyden_banded,200000,ExaModels,400000,299999,1899977,2799978,4.21e-5,5.9827e-5,7.652e-5,0.000459113,0.000483964,0.00146912,0.001074381,0.001054105,0.13189926,CUDA-Quadro GV100,shin-compute-001
LV,trigo_tridiagonal,20,ExaModels,20,4,14,69,3.5667e-5,3.7572e-5,3.6462e-5,4.582e-5,5.8382e-5,4.5734e-5,6.4127e-5,6.3584e-5,0.001922459,CUDA-Quadro GV100,shin-compute-001
LV,trigo_tridiagonal,2000,ExaModels,2000,4,14,6009,5.1357e-5,3.689e-5,3.8696e-5,4.5722e-5,5.9902e-5,4.8349e-5,6.4112e-5,6.344e-5,0.002686966,CUDA-Quadro GV100,shin-compute-001
LV,trigo_tridiagonal,200000,ExaModels,200000,4,14,600009,5.1423e-5,3.7009e-5,0.000122789,4.5902e-5,5.9735e-5,0.000223495,6.3804e-5,5.0201e-5,0.016489548,CUDA-Quadro GV100,shin-compute-001
LV,augmented_lagrangian,20,ExaModels,20,18,54,106,2.8685e-5,1.1954e-5,3.6288e-5,2.042e-5,2.9991e-5,4.968e-5,3.731e-5,3.753e-5,0.001391004,CUDA-Quadro GV100,shin-compute-001
LV,augmented_lagrangian,2000,ExaModels,2000,1998,5994,10798,3.6434e-5,1.3001e-5,3.7328e-5,2.2124e-5,4.4991e-5,7.0725e-5,3.9741e-5,3.983e-5,0.003195518,CUDA-Quadro GV100,shin-compute-001
LV,augmented_lagrangian,200000,ExaModels,200000,199998,599994,1079998,5.2706e-5,1.4139e-5,6.9302e-5,3.5634e-5,0.000152041,0.00072932,0.000166536,0.000168764,0.052002357,CUDA-Quadro GV100,shin-compute-001
LV,modified_brown,20,ExaModels,20,6,30,61,3.482e-5,6.3164e-5,3.4986e-5,7.1654e-5,9.7728e-5,4.7945e-5,9.0649e-5,8.9367e-5,0.002110492,CUDA-Quadro GV100,shin-compute-001
LV,modified_brown,2000,ExaModels,2000,6,30,3031,5.2761e-5,6.3017e-5,3.679e-5,7.2065e-5,8.3527e-5,5.5005e-5,7.2302e-5,7.296e-5,0.00289697,CUDA-Quadro GV100,shin-compute-001
LV,modified_brown,200000,ExaModels,200000,6,30,300031,4.2871e-5,5.1455e-5,4.7844e-5,5.7315e-5,8.334e-5,0.0001056,0.000102463,7.1559e-5,0.014989185,CUDA-Quadro GV100,shin-compute-001
LV,generalized_brown,20,ExaModels,20,18,54,58,2.7884e-5,1.0253e-5,2.7701e-5,1.5865e-5,2.6564e-5,3.5666e-5,2.8215e-5,2.8228e-5,0.001392065,CUDA-Quadro GV100,shin-compute-001
LV,generalized_brown,2000,ExaModels,2000,1998,5994,5998,4.3467e-5,1.075e-5,3.3132e-5,1.8038e-5,3.6808e-5,4.9714e-5,3.1376e-5,3.152e-5,0.002663737,CUDA-Quadro GV100,shin-compute-001
LV,generalized_brown,200000,ExaModels,200000,199998,599994,599998,4.3342e-5,1.2107e-5,6.2464e-5,3.1603e-5,8.7411e-5,0.00032672,0.000166773,0.000167546,0.036607532,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs46,20,ExaModels,20,11,33,79,3.4507e-5,2.1661e-5,3.5597e-5,3.0819e-5,4.0394e-5,4.7663e-5,4.69e-5,4.7025e-5,0.001815053,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs46,2000,ExaModels,2000,1331,3993,9319,3.6475e-5,2.2194e-5,3.807e-5,3.2227e-5,4.5867e-5,5.3214e-5,5.0635e-5,4.9878e-5,0.004545578,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs46,200000,ExaModels,200000,133331,399993,933319,5.3177e-5,2.311e-5,7.0527e-5,3.68e-5,7.5623e-5,0.000487182,0.000131545,0.000115272,0.035614265,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs47,20,ExaModels,20,11,30,57,3.5261e-5,3.0885e-5,3.6427e-5,3.9735e-5,5.1877e-5,4.6668e-5,5.7463e-5,5.9186e-5,0.001883545,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs47,2000,ExaModels,2000,1496,3990,7482,3.752e-5,3.2723e-5,3.7922e-5,4.1074e-5,5.4107e-5,5.0218e-5,6.2351e-5,6.1753e-5,0.003421776,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs47,200000,ExaModels,200000,149996,399990,749982,5.306e-5,3.3031e-5,6.5155e-5,4.2164e-5,7.5816e-5,0.000385497,0.000139146,0.000119085,0.036326551,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs48,20,ExaModels,20,12,48,54,3.4709e-5,2.2541e-5,3.5786e-5,2.9768e-5,3.9398e-5,4.6042e-5,4.7419e-5,4.7256e-5,0.001830831,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs48,2000,ExaModels,2000,1332,5328,5994,3.6172e-5,2.3596e-5,3.7556e-5,3.1764e-5,4.0943e-5,4.8518e-5,5.4325e-5,5.0786e-5,0.003386843,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs48,200000,ExaModels,200000,133332,533328,599994,5.3221e-5,2.4324e-5,6.3822e-5,3.9902e-5,5.0578e-5,0.000269449,0.000178574,0.000144912,0.033669139,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs49,20,ExaModels,20,12,36,48,3.6961e-5,2.2866e-5,3.7207e-5,3.0921e-5,4.2105e-5,4.7268e-5,4.6827e-5,4.7166e-5,0.0018251,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs49,2000,ExaModels,2000,1332,3996,5328,0.000134995,2.2479e-5,3.8141e-5,3.0929e-5,4.2617e-5,4.9163e-5,5.0835e-5,4.9755e-5,0.003320221,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs49,200000,ExaModels,200000,133332,399996,533328,5.3737e-5,2.2733e-5,7.1157e-5,3.2463e-5,5.2953e-5,0.000220309,0.000128295,9.6607e-5,0.026900818,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs50,20,ExaModels,20,11,33,51,3.5622e-5,2.9377e-5,3.6354e-5,3.9482e-5,5.4062e-5,4.6187e-5,5.6698e-5,5.6778e-5,0.001958953,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs50,2000,ExaModels,2000,1496,4488,6486,3.6675e-5,3.0906e-5,3.7967e-5,4.1209e-5,5.5664e-5,4.9015e-5,6.0775e-5,6.0498e-5,0.003515368,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs50,200000,ExaModels,200000,149996,449988,649986,6.2673e-5,3.0979e-5,6.5814e-5,4.4956e-5,6.8123e-5,0.000319968,0.000157328,0.000126501,0.032259302,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs51,20,ExaModels,20,11,26,39,3.8334e-5,3.2038e-5,3.5719e-5,4.0351e-5,6.4481e-5,4.708e-5,6.8383e-5,6.8676e-5,0.002001598,CUDA-Quadro GV100,shin-compute-001
LV,chained_hs51,2000,ExaModels,2000,1496,3491,4989,3.927e-5,3.3868e-5,3.7253e-5,4.2086e-5,6.6256e-5,5.0216e-5,7.1887e-5,7.1254e-5,0.003575883,CUDA-Quadro GV100,shin-compute-001
